inadimplente_2anos,idade,renda_mensal,dependentes,uso_limite_rotativo,razao_divida,linhas_credito_abertas,financiamentos_imobiliarios,atrasos_30_59_dias,atrasos_60_89_dias,atrasos_90_mais_dias
0,53,4333.0,0.0,0.662440627,0.159898477,1,0,0,0,0
0,44,6000.0,1.0,0.398705935,0.267455424,8,1,0,0,0
0,66,5200.0,1.0,0.884421486,0.768313786,22,1,0,0,0
0,54,4785.0,2.0,0.0,1.426661095,12,4,0,0,0
0,57,14175.0,2.0,0.020956843,0.003103837,2,0,0,0,0
0,24,1350.0,0.0,0.693076374,0.305699482,2,0,0,0,0
0,55,10000.0,0.0,0.03336143,0.414058594,14,3,0,0,0
0,53,6400.0,2.0,0.451741393,0.398375254,10,1,0,0,0
0,64,1600.0,0.0,0.006151113,0.746408495,7,1,0,0,0
0,32,6400.0,0.0,0.059789175,0.132947977,8,0,0,0,0
0,73,2100.0,0.0,0.014861093,0.357924798,8,1,1,0,0
0,59,6500.0,3.0,0.161322702,0.217043532,4,1,0,0,0
0,41,,0.0,0.132382349,2.0,3,1,0,0,0
0,59,6949.0,0.0,0.000548663,0.233956835,21,2,0,0,0
0,66,9103.0,0.0,0.023378782,0.008347979,9,0,0,0,0
0,70,11263.0,1.0,0.001585743,0.111239347,13,1,0,0,0
0,49,,0.0,0.292868977,2.0,10,3,0,0,0
0,58,4350.0,1.0,0.9400024,0.541484716,9,1,0,0,0
0,55,,1.0,0.007192,2.0,9,1,0,0,0
0,34,0.0,2.0,0.138172366,2.0,6,0,0,0,0
0,68,10000.0,0.0,0.585028439,0.560343966,15,1,0,0,0
0,66,5286.0,0.0,0.008444931,0.126915075,6,1,0,0,0
0,48,,0.0,0.435549852,2.0,16,1,0,0,0
0,29,6366.0,0.0,0.9999999,0.185644731,4,0,0,0,0
0,42,16200.0,1.0,0.844894634,0.379853095,16,3,2,0,0
0,85,3787.0,0.0,0.650817008,0.581309398,9,1,0,0,0
0,58,10000.0,0.0,0.013129606,0.00229977,8,0,0,0,0
0,32,,0.0,0.133153223,2.0,11,0,0,0,0
0,57,5246.0,0.0,0.15465894,0.377167905,15,2,3,0,0
0,74,1600.0,1.0,0.005304117,0.001873829,8,0,0,0,0
0,51,,1.0,0.23816649,2.0,14,1,0,0,0
0,72,7000.0,0.0,0.055855547,0.01442651,3,0,0,0,0
0,55,10000.0,0.0,0.102355047,0.248675132,10,2,1,0,0
0,52,,1.0,0.10425358,2.0,8,2,0,0,0
0,41,5200.0,2.0,0.036070623,0.192655259,6,0,0,0,0
0,28,4200.0,0.0,0.801813212,0.420614139,8,1,0,0,0
0,46,2302.0,2.0,0.040326547,1.090316978,6,2,0,0,0
0,44,11900.0,2.0,0.468125009,0.144861776,13,0,0,0,0
0,29,2626.0,0.0,0.462811546,0.2264941,4,0,0,0,0
1,33,8350.0,1.0,0.900817512,0.390731649,8,1,0,0,0
0,28,1760.0,0.0,0.95030497,0.385576377,10,0,0,0,0
0,64,3900.0,1.0,0.080123748,0.157651884,11,0,0,0,0
0,60,,,0.9999999,0.0,0,0,0,0,0
0,53,6233.0,4.0,0.026398944,0.517484761,6,2,0,0,0
0,67,,,0.002499948,2.0,7,1,0,0,0
0,57,16000.0,2.0,0.180980604,0.094681582,15,1,0,0,0
0,71,6786.0,0.0,0.048853201,0.611905113,13,2,0,0,0
0,42,6250.0,3.0,1.0009999,0.679731243,7,2,0,0,0
0,59,7741.0,0.0,0.772409197,0.462929476,9,3,0,0,0
0,38,15800.0,3.0,0.443739333,0.482627682,11,3,1,0,0
0,78,6000.0,0.0,0.506488643,0.417763706,16,2,2,0,0
0,54,,0.0,0.0,2.0,5,1,0,0,0
0,69,7730.0,1.0,0.602341324,0.424136593,14,1,0,0,0
0,29,6000.0,0.0,0.694922786,0.122979503,10,0,0,0,0
0,56,,0.0,0.16879156,2.0,3,2,0,0,0
0,61,8400.0,1.0,0.049999014,0.162837757,8,1,0,0,0
0,54,9750.0,3.0,0.032728543,0.233514511,14,2,0,0,0
0,29,3500.0,0.0,0.0,0.471008283,8,1,1,0,0
0,88,4700.0,0.0,0.005033614,0.002765369,13,0,0,0,0
1,61,4146.0,2.0,1.007763792,0.168555582,4,0,0,0,1
0,48,11525.0,1.0,0.001934741,0.439528024,18,2,3,0,0
0,66,,0.0,0.0,0.0,8,0,0,0,0
0,51,5500.0,0.0,0.094064718,0.15379022,9,1,0,0,0
0,44,10000.0,2.0,0.9999999,0.376062394,8,2,0,0,0
0,22,1500.0,0.0,0.0,0.0,1,0,0,0,0
0,61,3940.0,1.0,0.000693809,0.711240802,13,2,0,0,0
0,66,8278.0,0.0,0.112906409,0.230462616,12,1,0,0,0
0,38,,0.0,0.388998195,2.0,8,3,0,0,0
0,86,,,0.9999999,1.0,1,0,0,0,0
0,65,,0.0,0.040827474,2.0,6,1,0,0,0
0,41,4801.0,1.0,0.455103802,0.226780508,3,1,0,0,0
0,57,3900.0,0.0,0.055264363,0.285055114,8,0,0,0,0
0,57,13350.0,1.0,0.155544123,0.408583627,9,3,0,0,0
0,48,7250.0,3.0,0.979503416,0.323955317,10,2,0,0,0
0,45,5500.0,0.0,0.485621681,0.054717324,6,0,0,0,0
0,30,3800.0,2.0,0.969457322,0.282557222,3,0,0,0,0
0,51,,1.0,0.555013165,2.0,8,2,0,0,0
0,42,5500.0,2.0,0.914160449,0.884566442,10,3,3,0,0
0,35,1825.0,2.0,0.635184827,1.34611172,9,1,1,0,0
0,57,9499.0,1.0,0.15092269,0.274,14,1,0,0,0
0,26,864.0,0.0,0.900940151,1.387283237,6,0,0,0,0
0,49,9166.0,0.0,0.295983556,0.365550344,4,2,0,0,0
0,59,2156.0,0.0,0.309921089,0.306444135,8,2,1,0,0
0,52,,4.0,0.001235221,2.0,9,2,3,0,0
0,60,,0.0,0.165043689,2.0,12,3,0,0,0
0,46,4506.0,0.0,0.693229524,0.518304859,10,1,0,0,0
1,45,4116.0,0.0,0.545804169,0.426038377,3,1,1,0,4
0,42,5000.0,0.0,0.055294222,0.352529494,7,1,0,0,0
0,34,4000.0,1.0,0.0,0.67608098,8,2,0,0,0
0,33,1800.0,2.0,0.459696518,0.720710716,7,1,0,0,0
0,46,4543.0,0.0,0.084311352,0.011883803,6,0,0,0,0
0,66,3500.0,0.0,0.341491013,0.550414167,6,1,1,0,0
0,50,5400.0,0.0,0.496501166,0.063136456,3,0,0,0,0
0,59,6008.0,0.0,0.310181118,0.50673989,9,1,0,0,1
0,46,6305.0,2.0,0.726870113,0.235648589,10,1,0,0,0
0,48,12000.0,3.0,0.265521316,0.235897009,7,1,0,0,0
0,65,10576.0,0.0,0.151313947,0.148529829,5,1,0,0,0
0,40,5500.0,1.0,0.027232131,0.389383748,9,1,0,0,0
0,58,1500.0,0.0,1.104473882,0.315123251,4,0,0,0,0
1,53,11200.0,1.0,1.07189029,1.408892063,17,8,3,1,0
0,78,10733.0,0.0,0.024310353,0.305198435,37,2,0,0,0
0,46,12986.0,1.0,0.533679776,0.246785247,10,2,0,0,0
0,75,,0.0,0.9999999,0.0,0,0,0,0,0
1,45,5800.0,0.0,0.694095823,0.554904327,25,2,0,0,0
0,26,3333.0,0.0,0.221851877,0.085182963,6,0,0,0,0
0,67,6638.0,1.0,0.510158375,0.261183913,10,1,0,0,0
0,37,7419.0,5.0,0.549612424,0.245822102,10,1,1,0,0
0,80,69.0,0.0,0.275249413,2.0,5,0,0,0,0
0,40,4833.0,0.0,0.525026422,0.442076955,11,1,1,0,0
0,36,5933.0,1.0,0.059035623,0.47421638,10,1,0,0,0
0,51,,,0.054350483,2.0,12,2,0,0,0
0,88,,,0.0,0.0,3,0,0,0,0
0,54,3125.0,0.0,0.117873527,1.145553423,10,2,0,0,0
0,35,7083.0,0.0,0.000651133,0.23136646,12,2,1,0,0
0,50,4990.0,1.0,0.020025721,0.079543178,14,0,0,0,0
0,58,8000.0,1.0,0.586624357,0.284464442,11,1,0,0,0
0,74,6100.0,0.0,0.167797682,0.356990657,11,1,0,0,0
0,64,4350.0,0.0,0.474923883,0.833141806,23,1,0,0,0
0,53,6000.0,1.0,0.074319856,0.332277954,11,2,0,0,0
0,65,2385.0,1.0,0.3360577,0.858340319,8,1,0,0,0
0,31,3000.0,0.0,0.9999999,0.057980673,1,0,0,0,0
0,48,2970.0,0.0,0.25494901,0.015819589,2,0,0,0,0
0,22,200.0,0.0,0.481399223,1.641791045,2,0,0,0,0
0,68,5300.0,0.0,0.015122331,0.729296359,12,2,0,0,0
0,35,,0.0,0.230167355,2.0,6,0,0,0,0
0,84,2166.0,0.0,0.000715538,0.070604522,4,0,0,0,0
0,42,4200.0,1.0,0.449936959,0.397524399,5,1,0,0,0
0,46,5500.0,2.0,0.190127409,0.188692965,5,2,2,0,0
0,46,11100.0,1.0,0.222688866,0.465543645,4,3,0,0,0
0,29,2333.0,0.0,0.968677108,0.240788346,6,0,1,0,1
0,87,5255.0,0.0,0.014712788,0.66914003,19,4,0,0,0
0,56,6924.0,2.0,0.03357949,0.127797834,12,0,0,0,0
0,51,0.0,0.0,0.001749368,2.0,9,1,0,0,0
0,55,5000.0,0.0,0.348448647,0.538692262,11,1,0,0,0
0,52,,0.0,0.012084743,2.0,5,1,0,0,0
0,70,820.0,0.0,0.9999999,0.169305725,1,0,2,0,0
0,53,11500.0,3.0,0.287456825,0.203982262,12,1,0,0,0
0,53,3000.0,2.0,0.172203089,0.022325891,3,0,0,0,0
0,46,8096.0,0.0,0.131016304,0.577497839,12,3,0,0,0
0,22,929.0,0.0,0.095904096,0.002150538,1,0,0,0,0
0,32,7666.0,1.0,0.011373578,0.20555628,9,1,0,0,0
1,49,3361.0,1.0,0.956087824,0.38548483,5,2,2,0,0
0,45,4000.0,1.0,0.0,0.135716071,6,0,0,0,0
0,73,,0.0,0.047604618,2.0,7,0,0,0,0
0,41,3150.0,2.0,0.888740839,0.214217709,2,1,0,0,0
0,54,6000.0,0.0,0.03610894,0.364272621,23,2,0,0,0
0,21,3100.0,0.0,0.951048951,0.009029345,1,0,0,0,0
0,62,11400.0,2.0,0.0,0.509516709,12,4,0,0,0
0,45,6250.0,0.0,0.810825518,0.610942249,18,2,2,1,0
0,75,,1.0,0.083102545,2.0,6,0,0,0,0
0,37,11200.0,2.0,0.109250534,0.39201857,11,3,0,0,0
0,43,,0.0,0.014545549,2.0,7,1,0,0,0
0,39,13800.0,5.0,0.0,0.884356206,12,6,0,0,0
0,56,,0.0,0.011362797,2.0,22,0,0,0,0
0,54,4733.0,0.0,0.067824696,0.608787495,5,3,0,0,0
0,75,0.0,0.0,0.019762638,2.0,6,0,0,0,0
0,45,8750.0,1.0,0.282321088,0.343617872,9,2,0,0,0
0,59,4025.0,0.0,0.943749194,0.86438152,6,1,0,0,0
0,68,33749.0,1.0,0.100780313,0.008237037,5,0,0,0,0
0,49,2700.0,0.0,0.084545893,0.168456127,11,0,0,0,0
0,58,5681.0,0.0,0.0,0.002111932,5,0,0,0,0
1,48,6000.0,3.0,0.075094358,0.096650558,20,0,1,0,2
0,54,3368.0,1.0,0.230474604,0.354407836,10,1,3,0,0
0,45,17000.0,1.0,0.281775465,0.327804247,11,2,1,0,0
0,74,8000.0,0.0,0.140410902,0.397700287,8,2,0,0,0
0,48,,0.0,0.005310434,2.0,8,2,0,0,0
0,50,13624.0,1.0,0.00389961,0.049761468,4,0,0,0,0
0,49,6351.0,2.0,0.096774194,0.12074937,9,0,0,0,0
0,58,14500.0,0.0,0.194766548,0.303703193,22,2,1,0,0
0,58,3190.0,0.0,0.9999999,0.0,0,0,0,0,0
0,68,5940.0,1.0,0.0,0.344049823,9,1,0,0,0
0,39,,,0.095581299,2.0,10,2,0,0,0
0,59,,0.0,0.218398629,2.0,9,2,0,0,0
0,55,6500.0,0.0,0.000924235,0.287186587,11,1,0,0,0
0,84,9500.0,0.0,0.019020149,0.004315335,8,0,0,0,0
0,66,2500.0,1.0,0.75739064,0.44022391,3,0,0,0,0
0,65,27083.0,0.0,0.088381216,0.15651307,5,1,0,0,0
0,43,3000.0,0.0,0.631032494,0.363545485,7,0,1,0,0
0,51,5416.0,1.0,0.174408816,0.304412036,7,2,0,0,0
0,42,4900.0,0.0,1.016596681,0.979596001,4,2,2,0,0
0,55,12416.0,2.0,0.690683851,0.432552146,7,2,0,0,0
0,39,1670.0,1.0,0.022782114,0.023937762,10,0,0,0,0
0,34,2800.0,1.0,0.00729326,0.107104605,4,0,1,0,0
0,43,4500.0,0.0,0.755832037,0.434347923,4,1,0,0,0
0,52,7833.0,0.0,0.011727812,0.99706408,9,3,0,0,0
0,54,3261.0,1.0,0.306656645,0.380134887,11,1,0,0,0
1,39,4600.0,2.0,0.9999999,0.713975223,7,2,0,0,0
0,50,10833.0,0.0,0.363108275,0.306719586,9,1,0,0,0
0,58,,0.0,0.972582065,2.0,6,0,0,0,0
0,52,5000.0,3.0,0.032231663,1.647270546,9,2,0,0,0
0,56,7226.0,0.0,0.110412798,0.299017573,12,1,1,0,0
0,64,,0.0,0.422486189,2.0,13,1,0,0,0
0,60,1.0,0.0,0.11884745,2.0,11,1,0,0,0
0,61,6185.0,0.0,0.055493392,0.692369867,17,3,0,0,0
0,64,2500.0,1.0,0.011347677,0.00239904,2,0,0,0,0
0,61,,1.0,0.014152748,2.0,18,2,0,0,0
0,67,10271.0,0.0,0.026032466,0.05286215,4,1,0,0,0
0,74,,0.0,0.001724103,2.0,19,1,0,0,0
0,55,3250.0,0.0,0.389722056,0.144878499,6,0,1,0,0
0,56,8700.0,0.0,0.12628512,0.879324216,16,2,0,0,0
0,65,14000.0,3.0,0.070248403,0.407399471,11,3,0,0,0
0,52,2372.0,0.0,0.591151897,0.414664981,9,1,0,0,0
0,69,7192.0,0.0,0.047920362,0.284026137,12,1,0,0,0
0,40,,0.0,0.929067169,2.0,7,1,0,0,0
0,67,11500.0,0.0,0.035539155,0.005651682,5,0,0,0,0
0,66,19166.0,0.0,0.56942821,0.838733239,33,6,0,0,0
0,64,,0.0,0.079886217,2.0,9,0,0,0,0
1,39,3167.0,0.0,0.550754397,0.525252525,7,0,2,1,0
0,63,9583.0,2.0,0.024614111,0.424144407,14,2,0,0,0
0,48,,1.0,0.445693747,2.0,5,0,0,0,0
0,75,2539.0,0.0,0.023591941,0.012992126,3,0,0,0,0
0,48,9586.0,0.0,0.052786344,0.247731303,19,3,0,0,0
1,40,4666.0,3.0,0.809177392,0.796228841,7,2,1,0,0
0,75,,0.0,0.0,1.0,3,0,0,0,0
0,60,5000.0,1.0,0.01259724,0.51069786,9,1,0,0,0
0,57,11500.0,1.0,0.023868885,0.173724024,8,1,1,0,0
0,69,,0.0,0.9999999,2.0,4,0,0,0,0
0,55,30000.0,1.0,0.073304481,0.208026399,13,2,0,0,0
0,73,6000.0,0.0,0.06929137,0.038326946,4,1,0,0,0
0,72,5100.0,0.0,0.007999529,0.00078416,1,0,0,0,0
0,46,7000.0,3.0,0.021126933,0.192972433,5,1,0,0,0
1,44,2800.0,2.0,0.9999999,0.666547662,2,0,0,0,0
0,61,,1.0,0.001307642,2.0,6,2,0,0,0
1,35,4751.0,0.0,1.405315615,0.186026936,4,0,1,0,0
1,30,4583.0,5.0,1.015074604,0.136561955,3,0,0,0,0
0,64,2500.0,0.0,0.095103746,0.359456218,3,1,0,0,0
0,65,,0.0,0.770596397,2.0,21,2,0,0,0
0,64,6670.0,0.0,0.148371706,0.055164143,4,0,0,0,0
0,80,1712.0,0.0,0.03362041,0.015761821,5,0,0,0,0
0,42,5000.0,0.0,0.01965309,0.344931014,11,2,0,0,0
0,56,,2.0,0.07506195,2.0,16,2,0,1,0
0,40,4400.0,4.0,0.179848579,0.588957055,8,1,0,0,0
0,67,12410.0,0.0,0.9999999,0.177826122,7,2,0,0,0
0,28,3224.0,0.0,0.425913068,0.23503876,6,0,0,0,0
0,70,6518.0,1.0,0.111980828,0.050928056,5,0,0,0,0
0,40,,1.0,0.385148866,2.0,8,3,0,0,0
0,49,9416.0,0.0,0.026735492,0.296591271,5,1,0,0,0
0,54,10333.0,0.0,0.315109027,0.150280627,8,0,1,0,0
0,47,12585.0,2.0,0.341359811,0.838948038,17,8,0,0,0
0,23,820.0,0.0,0.926073926,0.035322777,2,0,0,0,0
0,86,4003.0,0.0,0.109615747,0.364385614,8,1,0,0,0
0,53,13750.0,0.0,0.031138255,0.142462366,10,1,0,0,0
0,63,,0.0,0.9999999,0.0,1,0,0,0,0
0,35,3500.0,0.0,0.248675132,0.23907455,8,0,0,0,0
0,51,6811.0,0.0,0.004404675,0.292865531,5,1,0,0,0
0,76,,0.0,0.0,0.0,1,0,0,0,0
0,64,3000.0,0.0,0.0,0.185604798,5,0,0,0,0
0,30,8432.0,1.0,0.131288192,0.238349342,11,1,0,0,0
0,62,5100.0,1.0,0.004766239,0.195451872,9,2,0,0,0
0,68,1695.0,0.0,0.005123561,0.007075472,9,0,0,0,0
0,44,5434.0,3.0,0.247389596,0.165041398,4,0,0,0,0
0,63,8100.0,0.0,1.259159371,0.69188989,17,2,2,0,0
1,41,7167.0,1.0,0.762192246,0.521344866,14,3,3,0,0
0,69,3333.0,0.0,0.042938651,1.076784643,9,1,0,0,0
1,38,,0.0,0.9999999,2.0,0,0,0,0,0
0,71,5726.0,2.0,0.042750146,0.41732146,8,1,0,0,0
0,28,1556.0,0.0,0.088310793,0.290301863,6,0,0,0,0
0,35,6128.0,0.0,0.14907859,0.373633545,12,2,0,0,0
0,43,3333.0,0.0,0.810384398,1.553089382,14,2,0,0,0
0,51,2900.0,0.0,0.221164914,0.04860393,6,0,1,0,0
0,42,8600.0,2.0,0.306355853,0.017091036,1,0,0,0,0
0,31,,1.0,0.667666167,2.0,1,0,0,1,0
0,68,9833.0,0.0,0.235747675,0.014744763,8,0,0,0,0
0,28,7500.0,0.0,0.175131349,0.050793228,5,0,0,0,0
0,49,,0.0,0.839548109,2.0,5,0,0,0,0
0,87,3333.0,0.0,0.027620018,0.00509898,4,0,0,0,0
0,42,6200.0,3.0,0.836911815,0.377842284,6,1,0,0,0
0,29,,1.0,0.0,2.0,5,0,0,0,0
0,74,5500.0,1.0,0.014360712,0.002908562,5,0,0,0,0
0,51,,1.0,0.908990011,2.0,2,0,4,0,1
0,73,17000.0,1.0,0.056111867,0.108111288,15,3,0,0,0
0,28,1360.0,0.0,0.466613355,0.14474651,4,0,0,0,0
0,35,1.0,2.0,0.012283541,2.0,8,2,0,0,0
0,27,,0.0,0.117307582,2.0,7,0,0,0,0
0,50,4150.0,0.0,0.676043194,0.588773789,11,1,0,0,0
1,44,3950.0,0.0,1.01779822,0.465957985,4,1,2,0,0
0,88,1700.0,0.0,0.0483289,0.040564374,4,0,0,0,0
0,58,7000.0,0.0,0.202908212,0.061134124,6,1,0,0,0
0,59,8710.0,0.0,0.661195142,0.709907014,20,5,0,0,0
0,56,5436.0,1.0,0.016534326,0.501931212,14,2,0,0,0
0,61,5491.0,0.0,0.006230152,0.001274581,6,0,0,0,0
0,64,,0.0,0.049295372,2.0,9,2,0,0,0
0,71,4928.0,0.0,0.431106131,0.477175898,8,1,0,0,0
0,49,11556.0,1.0,0.320446592,0.377606645,9,3,0,0,0
0,41,,0.0,0.007949354,2.0,6,0,0,0,0
0,59,4448.0,1.0,0.062925831,0.284108788,10,1,1,0,0
0,37,9316.0,2.0,0.0,0.779864763,10,4,0,0,0
0,33,3100.0,0.0,0.9999999,0.003224766,3,0,0,0,0
1,43,2240.0,0.0,0.9999999,0.801427934,4,1,2,1,2
0,43,7548.0,0.0,0.382557108,0.149026361,7,0,0,0,0
0,45,4751.0,0.0,0.0,0.113005051,9,1,0,0,0
0,76,,,0.004684222,2.0,10,0,0,0,0
0,55,1998.0,1.0,0.0,0.947473737,7,1,0,0,0
0,37,7166.0,0.0,0.331158036,0.544021208,11,4,0,0,0
0,58,7000.0,0.0,0.35936384,0.34237966,10,2,0,0,0
0,75,4513.0,0.0,0.090932806,0.75919362,11,2,0,0,0
1,29,5500.0,3.0,0.688525496,0.101254317,5,0,0,1,0
0,53,9600.0,3.0,0.080778217,0.510051036,15,2,2,0,0
0,62,5000.0,2.0,0.109767969,0.037792442,3,0,0,0,0
0,56,12422.0,1.0,0.182749467,0.27457136,13,2,0,0,0
0,45,3000.0,0.0,0.980005713,0.03398867,1,0,0,0,0
0,32,5333.0,0.0,0.339760549,0.442069741,18,1,1,0,0
0,46,,,0.871143376,2.0,3,0,0,0,0
0,82,2422.0,0.0,0.005466846,0.090383822,4,0,0,0,0
0,52,3247.0,0.0,0.381149871,0.466748768,10,1,1,0,0
0,42,3500.0,1.0,0.188443923,0.570408455,18,1,1,0,0
0,59,6000.0,1.0,0.099330913,0.100816531,22,0,0,0,0
0,32,5000.0,2.0,0.0,0.308138372,12,1,0,0,0
0,60,12655.0,2.0,0.200599982,0.480562579,26,2,0,0,0
0,59,3026.0,0.0,0.175686311,0.03700033,6,0,0,0,0
0,64,,0.0,0.394560544,2.0,9,1,0,0,0
0,40,11000.0,2.0,0.062943154,0.307244796,9,2,0,0,0
0,55,7500.0,0.0,0.056125273,0.235568591,22,1,0,0,0
0,41,,0.0,0.9999999,2.0,2,1,0,0,0
1,52,13000.0,1.0,0.421440212,0.349280825,18,2,0,0,0
0,67,,0.0,0.037681809,2.0,21,1,0,0,0
0,64,,0.0,0.0,0.0,7,0,0,0,0
0,61,,0.0,0.07137088,2.0,12,0,0,0,0
0,53,9666.0,0.0,0.979351032,0.455673942,8,2,0,0,0
0,70,10750.0,0.0,0.023716645,0.016463585,27,0,0,0,0
0,47,15000.0,2.0,0.9999999,0.241650557,4,1,0,0,0
0,85,,0.0,0.0,2.0,7,1,0,0,0
0,41,58333.0,1.0,0.9999999,0.130849933,7,2,0,0,0
0,40,,2.0,0.171177754,2.0,13,1,0,0,0
1,46,2300.0,0.0,0.9999999,0.0,0,0,0,0,0
0,69,519.0,0.0,0.031976001,1.026923077,10,0,0,0,0
0,52,8000.0,2.0,0.002932942,0.092863392,8,0,3,0,0
0,52,5249.0,1.0,0.03388036,0.29352381,8,2,0,0,0
0,35,7600.0,0.0,0.0,0.308117353,7,1,0,0,0
0,56,11500.0,3.0,0.9999999,0.104947396,4,2,0,0,0
0,88,,0.0,0.01818961,2.0,2,0,0,0,0
0,62,14494.0,0.0,0.9999999,0.000206968,3,0,0,0,0
0,52,4726.0,3.0,0.0,0.28580495,10,1,0,0,0
0,57,6800.0,1.0,0.9999999,0.239964711,3,1,1,0,2
0,39,25000.0,0.0,0.046097738,0.154193832,13,1,0,0,0
0,41,,0.0,0.038605764,2.0,8,3,0,0,0
0,75,,0.0,0.010389042,2.0,7,0,0,0,0
0,62,3350.0,1.0,0.046205303,0.176066846,5,0,0,0,0
0,63,13000.0,2.0,0.9999999,0.12783632,4,3,0,0,0
0,40,,4.0,0.0,2.0,5,1,0,0,0
0,43,12100.0,0.0,0.0,0.453516238,4,2,0,0,0
0,60,15300.0,0.0,0.484955001,0.594078818,16,6,0,0,0
0,48,3716.0,2.0,0.560195443,0.325531342,7,0,0,0,0
0,27,3360.0,0.0,0.972055888,0.116929485,5,0,0,0,0
1,40,4483.0,2.0,1.311844078,0.625334523,9,2,1,2,0
0,35,,0.0,0.9999999,2.0,3,1,1,0,0
0,63,2395.0,0.0,0.045573498,0.026293823,5,0,0,0,0
1,67,590.0,0.0,0.9999999,2.0,4,1,3,1,7
0,22,2366.0,0.0,0.714233776,0.160963245,4,0,0,0,0
0,61,0.0,0.0,0.0,2.0,8,2,0,0,0
0,61,13166.0,0.0,0.767219475,0.498215235,16,2,0,0,0
0,86,2500.0,0.0,0.002689542,0.007996801,14,0,0,0,0
0,83,,0.0,0.057657057,2.0,1,0,0,0,0
0,62,,0.0,0.072495762,2.0,10,0,0,0,0
0,70,4135.0,1.0,0.272099112,0.222678917,9,0,0,0,0
0,51,6166.0,1.0,0.75060446,0.262688503,15,1,1,0,0
0,41,2000.0,2.0,0.0,1.247876062,22,1,0,0,0
0,51,2996.0,3.0,0.946131734,0.334000667,3,0,0,0,0
0,48,3016.0,1.0,0.9999999,0.144182963,4,0,0,0,0
0,81,,1.0,0.028921965,2.0,4,0,0,0,0
1,38,6400.0,4.0,0.246245353,0.251991876,9,2,0,0,0
0,29,3000.0,0.0,0.015169593,0.146951016,5,0,0,0,0
0,44,5000.0,0.0,0.307792285,0.098780244,10,0,0,0,0
0,78,7500.0,0.0,0.05404501,0.211438475,14,1,0,0,0
1,54,4770.0,3.0,0.810698217,0.045063928,1,0,0,0,0
0,39,12500.0,1.0,0.497233145,0.273018159,9,1,0,0,0
0,67,,0.0,0.208031679,2.0,7,4,0,0,0
0,44,2500.0,2.0,0.325960764,0.349460216,15,0,0,0,0
0,61,1900.0,1.0,0.02437567,0.257233035,6,0,0,0,0
0,59,6666.0,0.0,0.04116996,0.678116094,15,1,0,0,0
0,72,9000.0,1.0,0.065774728,0.232751916,5,1,0,0,0
0,30,1400.0,0.0,0.059335784,2.0,7,1,0,0,0
0,39,6950.0,0.0,0.032532211,0.093080132,5,0,1,0,0
0,35,2916.0,1.0,0.773645271,0.039766884,1,0,0,0,0
0,50,6900.0,0.0,0.827585708,0.835531082,13,1,0,0,0
0,36,6000.0,0.0,0.083116583,0.225462423,3,1,0,0,0
0,46,6000.0,4.0,0.9999999,0.0,1,0,0,1,0
0,45,9300.0,1.0,0.074961923,0.003548006,5,0,0,0,0
0,54,11125.0,2.0,0.142277136,0.33614956,11,3,1,0,0
0,26,1150.0,0.0,1.094905095,0.027801911,1,0,1,0,0
0,36,3975.0,1.0,1.060091253,0.601358149,10,2,0,0,0
1,60,,,0.776667241,2.0,16,0,2,0,1
0,74,3626.0,0.0,0.004473637,0.003308519,8,0,0,0,0
0,48,8800.0,1.0,0.29981378,0.364276787,7,2,0,0,0
0,37,6000.0,0.0,0.188085172,0.562072988,17,2,1,0,0
0,53,4698.0,1.0,0.149259178,0.458821026,5,2,0,0,0
0,64,4782.0,0.0,0.157157747,0.766464562,12,3,1,0,0
0,44,,0.0,0.277908311,2.0,8,2,1,0,0
0,63,5000.0,4.0,0.552558288,0.797040592,12,3,1,0,0
0,64,18000.0,1.0,0.618583153,0.139547803,9,1,0,0,0
0,37,8100.0,1.0,0.552649796,0.091346747,4,0,0,0,0
0,47,4500.0,4.0,0.202034053,0.658520329,8,2,0,0,0
0,53,17021.0,2.0,0.562838206,0.336035718,12,2,1,0,0
0,71,3918.0,0.0,0.058705325,0.077060475,10,1,0,0,0
0,76,5000.0,0.0,0.073842986,0.020795841,4,0,0,0,0
0,67,4000.0,0.0,0.007097497,0.003249188,4,0,0,0,0
0,49,3200.0,3.0,0.058642025,0.124023743,10,1,0,0,0
1,43,9334.0,0.0,0.549686229,0.026459561,6,0,1,1,0
0,51,,0.0,0.268488147,2.0,15,3,0,0,0
0,55,5696.0,0.0,0.333277379,0.254870985,9,2,0,0,0
1,51,9058.0,2.0,0.9999999,0.363837068,5,1,4,1,2
0,61,,,0.010171235,2.0,8,1,0,0,0
0,64,12700.0,0.0,0.17954407,0.334068184,10,2,0,0,0
0,32,5300.0,2.0,0.953370953,0.407847576,7,2,0,0,0
0,28,4184.0,0.0,1.016058173,0.211708483,5,0,3,1,1
0,26,3123.0,0.0,0.459378906,0.24871959,3,0,0,0,0
0,34,,0.0,0.047282919,2.0,12,2,0,0,0
0,64,6360.0,0.0,0.917739925,0.842792014,20,1,0,0,0
0,81,4539.0,0.0,0.019312938,0.32907489,6,1,0,0,0
0,46,5000.0,2.0,0.01764066,0.5034993,10,2,0,0,0
0,82,3333.0,0.0,0.010463465,0.158668266,8,0,0,0,0
0,40,,0.0,0.086665473,2.0,8,2,0,0,0
0,52,9433.0,1.0,0.041643075,0.279202883,8,2,0,0,0
